Text,Biased
israel creates a whole new energy industry over the course of three years one that will even reduce ghg emissions on a grand scale canada cant even twin a pipeline over the course of decades embarrassing can we even discuss cdnpoli fordnation  httpstconwhbeafa,non-antisemitic
suspect in attacks on three jewish women in brooklyn faces federal hate crimes charges | jewish amp israel news httpstcolbmkwpjhj antisemitism neveragain httpstcowdfxuqut,non-antisemitic
"explore israel virtually with interactive videos games and activities 

todays jibyte is focused on the beautiful land of israel and its different sites httpstcoffhqckjk httpstcomfqejbxau",non-antisemitic
"jewish and arab doctors in israel send a message to citizens in hebrew and arabic

�we stay at work for you please stay at home for us� httpstcobytpdorwte",non-antisemitic
lahavharkov and the spread of coronavirus wouldnt harm usisrael cooperation,non-antisemitic
"mr dean

 you claimed israel is apartheid yet you cannot identify a single israeli apartheid policy not even one 

 you claimed israel occupies gaza yet you cannot identify a single israeli in gaza

i was fair i gave you your chance i will now mute you httpstcolhkdlhsvd",non-antisemitic
rt lyleshelton israel folau apart from covid has a career in football raelene does not  httpstcogkajstshi,non-antisemitic
timesofisrael the trump con game is strong sucks that israel is getting involved in it at least with  you kinda knew where he stood,non-antisemitic
"bts_twt �black swan� on itunes

 mexico
 spain
 norway
 south africa
 armenia
 netherlands
 ireland
 israel
 switzerland
 argentina
 malaysia
 jordan
 saudi arabia

total  s on itunes so far

blackswanoutnow iscoming 
httpstcoubnetfh",non-antisemitic
"umassboston professor john hess wrote a blog post encouraging readers to consider a similarity between israel and nazi germany dangerousprofessors
httpstcojymposila httpstcouvidhczl",non-antisemitic
what the secret of success for israel  years of independence a tiny country surrounded by enemies against all odds is protect by the army of its people empowered by commitment spirit passion and love httpstcoekjktvotp,non-antisemitic
israel arrests four more palestinian civilians including  youngsters in overnight raidamparrest house campaigns across occupied palestine httpstcojgvcnhc,non-antisemitic
our administration will never tolerate the suppression persecution or silencing of the people of israel under president realdonaldtrump we have fought for the jewish people on the world stage and at home,non-antisemitic
israel shores up west bank and gaza troops protests turn violent after trumps peace plan httpstcoexroxede httpstcomsjvhatx,non-antisemitic
 israel is a global leader in science  if they say it�s bad i�d believe em coronavirusupdates httpstcoyheudkzx,non-antisemitic
"dopeynortherner dorset_eye the bod�s  wishes mentions palestine once �a secure israel alongside a viable palestinian state�

what part of that do you have an issue with

the rest talks about security of british jews if you have an issue with that then yes you�re a raving antisemite",non-antisemitic
arms over masks india buys weapons from israel as coronavirus cases spike httpstcoaryiyppndd,non-antisemitic
trump�s now saying saying aoc  are antiisrael just fyi his pet name for kusher was �the jew� at �celebrity apprentice� not a joke fyi realdonaldtrump,non-antisemitic
"saturdaymotivation 
report obama administration stopped israel from assassinating soleimani in  he even reached out to iran to warn them
httpstcomyqjormkut",non-antisemitic
"in last  days lockdown india surpassed countries like south korea japan israel saudi arabia austria sweden ireland etc in total covid cases many of these countries were worst affected at one point of time

in fact our cases are almost double of south korea now",non-antisemitic
visit link in bio to check out why you should visit israel israel travelawaits backtotravel httpstcomcynfoffm,non-antisemitic
"israel reports  new cases bringing total confirmed cases there to 

coronavirus covid coronavirusoutbreak httpstcolzezxj",non-antisemitic
israel detains amp interrogates finnish mp anna kontula for over hrs for trying to draw global attention to the illegal siege of gaza solidarity httpstcoddzpratqy,non-antisemitic
israel is one of several countries to restrict travelers from italy where thousands of us service members civilian workers and family members live httpstcotcnktgnxvk,non-antisemitic
ehud barak former israel prime minister amp business partner of mossad agent jeffrey epstein visiting epstein�s compound   any questions httpstcouzgshaup,non-antisemitic
wishing a happy passover to those celebrating in the united states israel and around the world httpstcoodndyvh,non-antisemitic
the reason that israel was informed is that israel is the most likely target for iranian retaliation which is why iran even explicitly cited israel in their reaction to the operation httpstcojqnkxiqo,non-antisemitic
you really can tell the men from the boys in israel women and the girls at some point you gotta realize its time to grow up everything is not joke or a game or lightly taken or an idc gets old and tiresome learn prioritiesresponsibilities,non-antisemitic
"israel meets the longawaited tesla  very soon the inhabitants of the country will be able to purchase the best cars in the world

tesla elonmusk 
tesla teslaisrael israel
httpstcofopsjzj",non-antisemitic
rt haaretzcom israel sees  jump in cases involving sex crimes within the family members httpstcotqbxuhm,non-antisemitic
"iran past  hours

 fired missiles at us base in iraq

 threatened to strike uae and israel

 soleimani buried

  killed in stampede

 ukrainian boeing  with  passengers crashes near tehran all die

  magnitude earthquake in countrys southwestern region",non-antisemitic
"rt ipraveendixit we should learn from israel 
httpstcoyxkvbqx",non-antisemitic
iran became the peaceful open friendly americaloving israel friendly nonterrorismsupporting utopia that it is today thanks to policies of dems amp pallets of cash  how dare realdonaldtrump mess up such a great relationship,non-antisemitic
antiisrael and probds activist bartalyossi  who is a member of group designated as an antisemitic organization by germanys jewish community zentralratjuden calls israel us colony below the antisemitic left and neonazis use that type of language against israel,non-antisemitic
